------+---------------------------------------------+-------------+----+---------+------+-----------------------+----------------------------------------------------------------------
 Line | # File                                 Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code
  187 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     17 | Equivalence | 11 |         |    0 | 00/0000               | TL0_START_ADDY_M         =     $AF0202              
  188 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     18 | Equivalence | 11 |         |    0 | 00/0000               | TL0_START_ADDY_H         =     $AF0203              
  189 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     19 | Equivalence | 11 |         |    0 | 00/0000               | TL0_TOTAL_X_SIZE_L       =     $AF0204              ; Size of the Map in X Tile Count [9:0] (1024 Max)
  190 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     20 | Equivalence | 11 |         |    0 | 00/0000               | TL0_TOTAL_X_SIZE_H       =     $AF0205              
  191 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     21 | Equivalence | 11 |         |    0 | 00/0000               | TL0_TOTAL_Y_SIZE_L       =     $AF0206              ; Size of the Map in Y Tile Count [9:0]
  192 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     22 | Equivalence | 11 |         |    0 | 00/0000               | TL0_TOTAL_Y_SIZE_H       =     $AF0207              
  193 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     23 | Equivalence | 11 |         |    0 | 00/0000               | TL0_WINDOW_X_POS_L       =     $AF0208              ; Top Left Corner Position of the TileMAp Window in X + Scroll
  194 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     24 | Equivalence | 11 |         |    0 | 00/0000               | TL0_WINDOW_X_POS_H       =     $AF0209              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in X
  195 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     25 | Equivalence | 11 |         |    0 | 00/0000               | TL0_WINDOW_Y_POS_L       =     $AF020A              ; Top Left Corner Position of the TileMAp Window in Y
  196 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     26 | Equivalence | 11 |         |    0 | 00/0000               | TL0_WINDOW_Y_POS_H       =     $AF020B              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in Y
  197 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     27 | Comment     | 11 |         |    0 | 00/0000               | ;Tile MAP Layer 1 Registers
  198 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     28 | Equivalence | 11 |         |    0 | 00/0000               | TL1_CONTROL_REG          =     $AF020C              ; Bit[0] - Enable, Bit[3:1] - LUT Select,
  199 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     29 | Equivalence | 11 |         |    0 | 00/0000               | TL1_START_ADDY_L         =     $AF020D              ; Not USed right now - Starting Address to where is the MAP
  200 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     30 | Equivalence | 11 |         |    0 | 00/0000               | TL1_START_ADDY_M         =     $AF020E              
  201 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     31 | Equivalence | 11 |         |    0 | 00/0000               | TL1_START_ADDY_H         =     $AF020F              
  202 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     32 | Equivalence | 11 |         |    0 | 00/0000               | TL1_TOTAL_X_SIZE_L       =     $AF0210              ; Size of the Map in X Tile Count [9:0] (1024 Max)
  203 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     33 | Equivalence | 11 |         |    0 | 00/0000               | TL1_TOTAL_X_SIZE_H       =     $AF0211              
  204 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     34 | Equivalence | 11 |         |    0 | 00/0000               | TL1_TOTAL_Y_SIZE_L       =     $AF0212              ; Size of the Map in Y Tile Count [9:0]
  205 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     35 | Equivalence | 11 |         |    0 | 00/0000               | TL1_TOTAL_Y_SIZE_H       =     $AF0213              
  206 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     36 | Equivalence | 11 |         |    0 | 00/0000               | TL1_WINDOW_X_POS_L       =     $AF0214              ; Top Left Corner Position of the TileMAp Window in X + Scroll
  207 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     37 | Equivalence | 11 |         |    0 | 00/0000               | TL1_WINDOW_X_POS_H       =     $AF0215              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in X
  208 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     38 | Equivalence | 11 |         |    0 | 00/0000               | TL1_WINDOW_Y_POS_L       =     $AF0216              ; Top Left Corner Position of the TileMAp Window in Y
  209 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     39 | Equivalence | 11 |         |    0 | 00/0000               | TL1_WINDOW_Y_POS_H       =     $AF0217              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in Y
  210 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     40 | Comment     | 11 |         |    0 | 00/0000               | ;Tile MAP Layer 2 Registers
  211 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     41 | Equivalence | 11 |         |    0 | 00/0000               | TL2_CONTROL_REG          =     $AF0218              ; Bit[0] - Enable, Bit[3:1] - LUT Select,
  212 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     42 | Equivalence | 11 |         |    0 | 00/0000               | TL2_START_ADDY_L         =     $AF0219              ; Not USed right now - Starting Address to where is the MAP
  213 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     43 | Equivalence | 11 |         |    0 | 00/0000               | TL2_START_ADDY_M         =     $AF021A              
  214 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     44 | Equivalence | 11 |         |    0 | 00/0000               | TL2_START_ADDY_H         =     $AF021B              
  215 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     45 | Equivalence | 11 |         |    0 | 00/0000               | TL2_TOTAL_X_SIZE_L       =     $AF021C              ; Size of the Map in X Tile Count [9:0] (1024 Max)
  216 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     46 | Equivalence | 11 |         |    0 | 00/0000               | TL2_TOTAL_X_SIZE_H       =     $AF021D              
  217 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     47 | Equivalence | 11 |         |    0 | 00/0000               | TL2_TOTAL_Y_SIZE_L       =     $AF021E              ; Size of the Map in Y Tile Count [9:0]
  218 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     48 | Equivalence | 11 |         |    0 | 00/0000               | TL2_TOTAL_Y_SIZE_H       =     $AF021F              
  219 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     49 | Equivalence | 11 |         |    0 | 00/0000               | TL2_WINDOW_X_POS_L       =     $AF0220              ; Top Left Corner Position of the TileMAp Window in X + Scroll
  220 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     50 | Equivalence | 11 |         |    0 | 00/0000               | TL2_WINDOW_X_POS_H       =     $AF0221              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in X
  221 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     51 | Equivalence | 11 |         |    0 | 00/0000               | TL2_WINDOW_Y_POS_L       =     $AF0222              ; Top Left Corner Position of the TileMAp Window in Y
  222 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     52 | Equivalence | 11 |         |    0 | 00/0000               | TL2_WINDOW_Y_POS_H       =     $AF0223              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in Y
  223 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     53 | Comment     | 11 |         |    0 | 00/0000               | ;Tile MAP Layer 3 Registers
  224 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     54 | Equivalence | 11 |         |    0 | 00/0000               | TL3_CONTROL_REG          =     $AF0224              ; Bit[0] - Enable, Bit[3:1] - LUT Select,
  225 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     55 | Equivalence | 11 |         |    0 | 00/0000               | TL3_START_ADDY_L         =     $AF0225              ; Not USed right now - Starting Address to where is the MAP
  226 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     56 | Equivalence | 11 |         |    0 | 00/0000               | TL3_START_ADDY_M         =     $AF0226              
  227 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     57 | Equivalence | 11 |         |    0 | 00/0000               | TL3_START_ADDY_H         =     $AF0227              
  228 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     58 | Equivalence | 11 |         |    0 | 00/0000               | TL3_TOTAL_X_SIZE_L       =     $AF0228              ; Size of the Map in X Tile Count [9:0] (1024 Max)
  229 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     59 | Equivalence | 11 |         |    0 | 00/0000               | TL3_TOTAL_X_SIZE_H       =     $AF0229              
  230 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     60 | Equivalence | 11 |         |    0 | 00/0000               | TL3_TOTAL_Y_SIZE_L       =     $AF022A              ; Size of the Map in Y Tile Count [9:0]
  231 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     61 | Equivalence | 11 |         |    0 | 00/0000               | TL3_TOTAL_Y_SIZE_H       =     $AF022B              
  232 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     62 | Equivalence | 11 |         |    0 | 00/0000               | TL3_WINDOW_X_POS_L       =     $AF022C              ; Top Left Corner Position of the TileMAp Window in X + Scroll
  233 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     63 | Equivalence | 11 |         |    0 | 00/0000               | TL3_WINDOW_X_POS_H       =     $AF022D              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in X
  234 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     64 | Equivalence | 11 |         |    0 | 00/0000               | TL3_WINDOW_Y_POS_L       =     $AF022E              ; Top Left Corner Position of the TileMAp Window in Y
  235 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     65 | Equivalence | 11 |         |    0 | 00/0000               | TL3_WINDOW_Y_POS_H       =     $AF022F              ; Direction: [14] Scroll: [13:10] Pos: [9:0] in Y
  236 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     66 | Empty       | 11 |         |    0 | 00/0000               |                                                     
  237 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     67 | Comment     | 11 |         |    0 | 00/0000               | ; CS_TileMAP1_Registers $AF:0280 - $AF:02FF   - TileData
  238 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     68 | Comment     | 11 |         |    0 | 00/0000               | ; Tile Set 0 Location info
  239 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     69 | Equivalence | 11 |         |    0 | 00/0000               | TILESET0_ADDY_L          =     $AF0280              ; Pointer to Tileset 0 [21:0]
  240 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     70 | Equivalence | 11 |         |    0 | 00/0000               | TILESET0_ADDY_M          =     $AF0281              
  241 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     71 | Equivalence | 11 |         |    0 | 00/0000               | TILESET0_ADDY_H          =     $AF0282              
  242 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     72 | Equivalence | 11 |         |    0 | 00/0000               | TILESET0_ADDY_CFG        =     $AF0283              ; [3] - TileStride256x256
  243 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     73 | Comment     | 11 |         |    0 | 00/0000               | ; Tile Set 0 Location info
  244 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     74 | Equivalence | 11 |         |    0 | 00/0000               | TILESET1_ADDY_L          =     $AF0284              
  245 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     75 | Equivalence | 11 |         |    0 | 00/0000               | TILESET1_ADDY_M          =     $AF0285              
  246 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     76 | Equivalence | 11 |         |    0 | 00/0000               | TILESET1_ADDY_H          =     $AF0286              
  247 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     77 | Equivalence | 11 |         |    0 | 00/0000               | TILESET1_ADDY_CFG        =     $AF0287              
  248 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     78 | Comment     | 11 |         |    0 | 00/0000               | ; Tile Set 0 Location info
  249 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     79 | Equivalence | 11 |         |    0 | 00/0000               | TILESET2_ADDY_L          =     $AF0288              
  250 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     80 | Equivalence | 11 |         |    0 | 00/0000               | TILESET2_ADDY_M          =     $AF0289              
  251 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     81 | Equivalence | 11 |         |    0 | 00/0000               | TILESET2_ADDY_H          =     $AF028A              
  252 |  4 phx/VKYII_CFP9553_TILEMAP_def.asm     82 | Equivalence | 11 |         |    0 | 00/0000               | TILESET2_ADDY_CFG        =     $AF028B              
